region,district,settlement,settlement_type,latitude,longitude,landscape,atlas_system,question_type,question_id,question,linguistic_unit_1,linguistic_unit_2,linguistic_unit_3,comment,source,year
Удмуртская Республика,Малопургинский район,Пугачёво,село,56.5451,52.7264,южная равнина,ДАРЯ,ДАРЯ: фонетика,1,Произношение согласного /г/ в интервокальной позиции,[g] взрывной,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса,2026
Удмуртская Республика,Малопургинский район,Пугачёво,село,56.5451,52.7264,южная равнина,ДАРЯ,ДАРЯ: морфология,2,Тип безударного вокализма после твёрдых согласных,оканье,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса,2026
Удмуртская Республика,Малопургинский район,Пугачёво,село,56.5451,52.7264,южная равнина,ДАРЯ,ДАРЯ: синтаксис,3,Окончание 3 л. мн. ч. настоящего времени,вариативное окончание,-ут/-ют,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса,2026
Удмуртская Республика,Малопургинский район,Пугачёво,село,56.5451,52.7264,южная равнина,ЛАРНГ,ЛАРНГ: лексика / природа,1,Название открытого места в лесу,поляна,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса,2026
Удмуртская Республика,Малопургинский район,Пугачёво,село,56.5451,52.7264,южная равнина,ЛАРНГ,ЛАРНГ: лексика / человек,2,Название сильного дождя,косохлёст,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса,2026
Удмуртская Республика,Малопургинский район,Пугачёво,село,56.5451,52.7264,южная равнина,ЛАРНГ,ЛАРНГ: лексика / материальная культура,3,Название традиционного сельского дома,дом,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса,2026
Удмуртская Республика,Воткинский район,Новый,посёлок,56.7508,53.0622,прудово-речная зона,ДАРЯ,ДАРЯ: фонетика,1,Произношение согласного /г/ в интервокальной позиции,[ɣ] фрикативный,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса,2026
Удмуртская Республика,Воткинский район,Новый,посёлок,56.7508,53.0622,прудово-речная зона,ДАРЯ,ДАРЯ: морфология,2,Тип безударного вокализма после твёрдых согласных,смешанный тип,аканье,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса,2026
Удмуртская Республика,Воткинский район,Новый,посёлок,56.7508,53.0622,прудово-речная зона,ДАРЯ,ДАРЯ: синтаксис,3,Окончание 3 л. мн. ч. настоящего времени,-ут/-ют,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса,2026
Удмуртская Республика,Воткинский район,Новый,посёлок,56.7508,53.0622,прудово-речная зона,ЛАРНГ,ЛАРНГ: лексика / природа,1,Название открытого места в лесу,ляда,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса,2026
Удмуртская Республика,Воткинский район,Новый,посёлок,56.7508,53.0622,прудово-речная зона,ЛАРНГ,ЛАРНГ: лексика / человек,2,Название сильного дождя,дождь стеной,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса,2026
Удмуртская Республика,Воткинский район,Новый,посёлок,56.7508,53.0622,прудово-речная зона,ЛАРНГ,ЛАРНГ: лексика / материальная культура,3,Название традиционного сельского дома,изба,,,демонстрационная запись; заменить полевым материалом,демо-данные для интерфейса,2026
